City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
344,Mackay,AU,58.05,scattered clouds,-21.15,149.2,International Lodge Motel
345,Taltal,CL,57.56,few clouds,-25.4,-70.4833,Residencial Karime
346,Regina,CA,69.91,smoke,50.4501,-104.6178,Wingate by Wyndham Regina
347,Omboue,GA,76.68,overcast clouds,-1.5746,9.2618,Hotel Olako
348,Scarborough,GB,64.78,overcast clouds,54.2797,-0.4044,Ambassador Roomzzz
349,Bambous Virieux,MU,71.22,scattered clouds,-20.3428,57.7575,Casa Tia Villa
350,Zheleznogorsk,RU,79.61,overcast clouds,52.331,35.3711,"Hotel ""Zheleznogorsk"""
352,Elizabeth City,US,82.98,light rain,36.2946,-76.2511,Hampton Inn Elizabeth City
354,Nenjiang,CN,64.51,few clouds,49.1833,125.2167,Nenjiang Apartment
356,Mahebourg,MU,71.26,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
357,Nishihara,JP,83.86,mist,26.1842,127.7558,Minshuku Agaihama
360,Sistranda,NO,75.16,overcast clouds,63.7256,8.834,Hotell Frøya
362,Kavaratti,IN,81.99,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
365,Nara,JP,79.88,clear sky,34.6851,135.8049,Guesthouse Nara Komachi
366,Havelock,US,82.35,overcast clouds,34.8791,-76.9013,Sherwood Motel
367,Forquilhinha,BR,77.4,overcast clouds,-28.7475,-49.4722,Oma Zita Hotel
368,Kilindoni,TZ,75.81,few clouds,-7.9139,39.6668,Bustani B&B
369,Dwarka,IN,82.13,overcast clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
371,Cilegon,ID,80.49,clear sky,-6.0174,106.0538,Amaris Hotel Cilegon
374,Keti Bandar,PK,81.99,broken clouds,24.1447,67.4497,Haji laloo memon house
375,Ormara,PK,80.78,overcast clouds,25.2088,64.6357,Crystal Beach and Camping Resort Ormara
376,Bergerac,FR,73.78,broken clouds,44.8333,0.5,"The Originals City, Hôtel de Bordeaux, Bergerac (Inter-Hotel)"
378,Samarai,PG,77.02,overcast clouds,-10.6167,150.6667,Nuli Sapi
379,Santona,ES,70.11,broken clouds,43.4439,-3.4576,Playamar
381,Quatre Cocos,MU,71.1,few clouds,-20.2078,57.7625,Sunrise Attitude Hotel
382,Jiblah,YE,61.72,overcast clouds,13.9216,44.1467,Tiger Tower Hotel
386,Port Lincoln,AU,53.04,scattered clouds,-34.7333,135.8667,Port Lincoln Hotel
388,Meulaboh,ID,79.11,overcast clouds,4.1363,96.1285,Kost Pria
389,Inhambane,MZ,69.28,clear sky,-23.865,35.3833,Oceano
390,Boras,SE,68.88,broken clouds,57.721,12.9401,Scandic Plaza Borås
394,Lasa,IT,71.51,light rain,46.6166,10.7002,Pension Feldgärtenhof
395,Soyo,AO,77.05,overcast clouds,-6.1349,12.3689,Hotel Mpampa
396,Katsuura,JP,80.71,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
397,Kimbe,PG,73.94,broken clouds,-5.5502,150.1429,Kimbe Bay Hotel
404,Mikuni,JP,78.71,clear sky,36.2171,136.1519,Haiya
405,Warri,NG,82.02,light rain,5.5167,5.75,BON Hotel Delta
406,Yulara,AU,51.64,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
407,Manavalakurichi,IN,78.89,heavy intensity rain,8.1333,77.3,Udaya Boys Hostel
408,Porbandar,IN,82.69,broken clouds,21.6422,69.6093,Lords Inn Porbandar
409,Herzogenbuchsee,CH,62.44,moderate rain,47.188,7.7062,BnB Wolke 7
410,Bereda,ES,70.41,broken clouds,43.2686,-7.5406,Pazo de Verdes
411,Mahanoro,MG,67.23,clear sky,-19.9,48.8,BUNGALOW MAHAMANINA
412,Tura,IN,75.0,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
413,Port Blair,IN,80.64,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
414,Port Hedland,AU,64.45,clear sky,-20.3167,118.5667,The Esplanade Hotel
416,Bukoba,TZ,72.73,scattered clouds,-1.3317,31.8122,Elct Bukoba Hotel and Tours
417,Jawhar,SO,76.87,scattered clouds,2.7809,45.5005,hantiwadaag village part one
419,Kjollefjord,NO,62.42,clear sky,70.9457,27.3465,Hotel Nordkyn
420,Tumen,CN,67.28,overcast clouds,42.9661,129.8425,Friendship Hotel
421,Puerto Baquerizo Moreno,EC,74.39,broken clouds,-0.9,-89.6,Hotel los Algarrobos
423,Ambon,ID,75.34,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
424,Marsh Harbour,BS,84.49,clear sky,26.5412,-77.0636,Abaco Beach Resort
425,Barra,BR,82.89,clear sky,-11.0894,-43.1417,Motel Albatroz
426,Ponferrada,ES,73.81,few clouds,42.5466,-6.5962,Hotel Temple Ponferrada
428,Zapolyarnyy,RU,70.88,few clouds,69.4154,30.8136,Pechenga
429,Ruteng,ID,61.18,overcast clouds,-8.6136,120.4721,Hotel FX72 Ruteng
431,Williams Lake,CA,56.77,broken clouds,52.1415,-122.1445,Stampeder Motel
432,Faya,SA,71.71,broken clouds,18.3851,42.4509,املاك خالد الشعشوع
435,Prabumulih,ID,76.62,broken clouds,-3.45,104.25,OYO 2722 Lemon Residence Prabumulih
436,Mahajanga,MG,75.22,few clouds,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
438,Huilong,CN,83.03,broken clouds,31.8111,121.655,Hilton Garden Inn Qidong
439,Ejido,VE,83.7,broken clouds,8.5514,-71.2375,Bora Bora Nails & Spa C.A.
440,Nabire,ID,75.78,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
441,Maragogi,BR,76.84,scattered clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
443,Chinsali,ZM,70.21,clear sky,-10.5414,32.0816,Mwiluzi Motel Chinsali Ltd
444,Ucluelet,CA,59.09,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
445,Olenino,RU,68.13,overcast clouds,56.2092,33.4889,Kolos
448,Teknaf,BD,79.93,scattered clouds,20.8624,92.3058,Forestry Guesthouse
450,Atbasar,KZ,68.95,clear sky,51.8,68.3333,"The Ritz-Carlton, Astana"
452,Shizukuishi,JP,74.05,overcast clouds,39.6833,140.9833,Hotel Taikan
453,Coolum Beach,AU,54.07,clear sky,-26.5333,153.1,Palmer Coolum Resort
454,Eyl,SO,77.34,broken clouds,7.9803,49.8164,Amiin Hotel
456,Mahabad,IR,79.41,broken clouds,36.7631,45.7222,Afshar Hotel
457,Rawson,AR,53.02,clear sky,-43.3002,-65.1023,Hosteria Sampedro
458,Kalangala,UG,74.07,few clouds,-0.3089,32.225,Ssese Habitat Resort
460,Preobrazheniye,RU,69.06,broken clouds,42.9019,133.9064,Campsite Orlan
461,Boddam,GB,61.18,broken clouds,57.4667,-1.7833,Palace Hotel
462,Kirando,TZ,76.93,scattered clouds,-7.4167,30.6,Lakeshore Lodge
466,Lincoln,US,80.02,light rain,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
467,Cuencame,MX,74.5,scattered clouds,24.8711,-103.6964,Hotel La Casa Del Viajero
469,Aloleng,PH,82.0,overcast clouds,16.1307,119.7824,Steve Walden and Emma Sison-Walden Residence
470,Lufilufi,WS,78.58,light rain,-13.8745,-171.5986,Leuaina Beach Resort and Spa
473,Kavieng,PG,82.06,light rain,-2.5744,150.7967,Nusa Island Retreat
474,Molepolole,BW,80.74,clear sky,-24.4066,25.4951,Butterfly Tree Guesthouse
475,Shingu,JP,79.92,clear sky,33.7333,135.9833,Shingu UI Hotel
476,Altay,CN,63.84,clear sky,47.8667,88.1167,Jinqiao Hotel
477,Abong Mbang,CM,72.27,light rain,3.9833,13.1833,Auberge Angle Sur
478,Ugoofaaru,MV,83.46,overcast clouds,5.6667,73.0,Ungoofaaru Inn
479,Clyde,US,81.39,clear sky,41.3042,-82.9752,Red Roof Inn Clyde
480,Barcelos,PT,76.28,clear sky,41.5388,-8.6151,Hotel Do Terço
481,Tevriz,RU,64.04,light rain,57.509,72.4042,Postoyalyy Dvor
483,Kazachinskoye,RU,65.44,broken clouds,57.6953,93.2761,"Gostinitsa ""Tk Telemaks"""
484,San Policarpo,PH,82.17,overcast clouds,12.1791,125.5072,JM Lodge
486,Kwinana,AU,57.92,overcast clouds,-32.25,115.7667,Rockingham Apartments
487,General Pico,AR,66.56,few clouds,-35.6566,-63.7568,Euskadi Hotel
489,Troitsko-Pechorsk,RU,52.02,overcast clouds,62.7084,56.1964,Pechora Gostinitsa
490,Ketchikan,US,55.87,few clouds,55.3422,-131.6461,Snows Cove Lodge
491,Cabedelo,BR,84.87,broken clouds,-6.9811,-34.8339,Hotel Pigalle
492,Kandrian,PG,75.56,broken clouds,-6.2167,149.55,Kandrian Station
493,Verkhnevilyuysk,RU,67.17,overcast clouds,63.4453,120.3167,Gostinitsa Mila
494,Kisangani,CD,77.58,overcast clouds,0.5167,25.2,Grand Ramela Hotel
495,Howard Springs,AU,68.83,scattered clouds,-12.497,131.047,buffalo beach hostel
500,Dessau,DE,76.35,overcast clouds,51.8386,12.2456,"Radisson Blu Fürst Leopold Hotel, Dessau"
501,Pringsewu,ID,74.12,clear sky,-5.3582,104.9744,Urban Style by Front One
502,Tsukumi,JP,77.77,overcast clouds,33.0706,131.8572,Hotel AZ Oita Tsukumi
506,Concepcion Del Oro,MX,67.44,scattered clouds,24.6333,-101.4167,Hotel Hacienda San Javier
507,Karratha,AU,70.7,light rain,-20.7377,116.8463,ibis Styles Karratha
508,Mercedes,AR,76.86,clear sky,-34.6515,-59.4307,Posada del Inti Centro
510,Tobol,KZ,64.62,broken clouds,52.6844,62.5794,Tobol Gostinitsa
511,Tacuarembo,UY,77.29,clear sky,-31.7333,-55.9833,Hotel Orange
514,Nemuro,JP,68.97,clear sky,43.3236,145.575,Hotel Nemuro Kaiyoutei
518,San Rafael,AR,58.96,clear sky,-34.6177,-68.3301,Hotel San Rafael
519,Vung Tau,VN,81.63,scattered clouds,10.346,107.0843,Green hotel
520,Akureyri,IS,58.93,broken clouds,65.6835,-18.0878,Icelandair Hotel Akureyri
522,Korem,ET,61.9,moderate rain,12.5058,39.5228,Lakomeliza Hotel
524,Rock Sound,BS,83.1,clear sky,24.9,-76.2,Rock Sound Club
525,Biak,ID,75.43,overcast clouds,-0.9131,122.8766,Penginapan Kim
526,Lovozero,RU,66.43,overcast clouds,68.005,35.0117,Country house Lovozero
529,Richards Bay,ZA,63.93,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
530,Dole,FR,69.71,broken clouds,47.0833,5.5,Hôtel Restaurant Campanile Dole
531,Kirakira,SB,76.91,overcast clouds,-10.4544,161.9205,SanBiz Lodge
533,Alofi,NU,71.49,few clouds,-19.0595,-169.9187,Taloa Heights
535,Nassjo,SE,66.29,overcast clouds,57.6531,14.6968,Hotell Högland
536,College,US,58.59,light rain,64.8569,-147.8028,Pike's Waterfront Lodge
537,Rivne,UA,75.83,clear sky,50.6231,26.2274,Myr Hotel
540,Saint-Denis,FR,72.5,heavy intensity rain,48.9167,2.3333,ibis budget Paris Porte de Montmartre
541,Mogadishu,SO,76.41,scattered clouds,2.0371,45.3438,Hotel Juba
542,Bayan,CN,66.07,clear sky,46.0833,127.4,Wanhao Inn
543,Catamarca,AR,80.58,clear sky,-28.4696,-65.7852,Amerian Catamarca Park Hotel
545,Nueva Loja,EC,81.88,clear sky,0.0847,-76.8828,Limoncocha Great Hotel
548,Makakilo City,US,75.52,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
551,Kawardha,IN,80.47,broken clouds,22.0167,81.25,STARiHOTELS Raipur Road kawardha
556,Koumac,NC,66.36,overcast clouds,-20.5667,164.2833,Le Monitel
557,Vanimo,PG,76.96,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
558,Venado Tuerto,AR,71.76,clear sky,-33.7456,-61.9688,Hotel - Miro Park
560,Abonnema,NG,77.54,light rain,4.7084,6.7931,Corper's Lodge Obonoma
561,Am Timan,TD,76.03,overcast clouds,11.0297,20.2827,Palais du chef Canton Salamt
562,Port Moresby,PG,74.07,overcast clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
563,Pilar,BR,78.73,scattered clouds,-9.5972,-35.9567,Pousada e churrascaria Manguaba
564,Jinchang,CN,67.89,overcast clouds,38.4953,102.1739,Mingshihui Jinchang International Hotel
566,Sioux Lookout,CA,61.18,haze,50.1001,-91.917,Knobby's Fly-In Camps
571,Hirara,JP,81.21,very heavy rain,24.8,125.2833,Hotel Atoll Emerald Miyakojima
572,Karatsu,JP,82.29,overcast clouds,33.4425,129.9697,Niji no Matsubara Hotel
573,Khani,GE,72.97,overcast clouds,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
574,Naze,JP,79.99,overcast clouds,28.3667,129.4833,Amami Port Tower Hotel
575,Onverwacht,SR,84.2,scattered clouds,5.5833,-55.1833,"Overtoom, District Para, Paramaribo"
576,Goderich,CA,80.04,broken clouds,43.7501,-81.7165,Harmony Inn
578,Visby,SE,67.86,scattered clouds,57.6409,18.296,Best Western Solhem Hotel Visby
580,Khor,RU,56.73,moderate rain,47.8861,134.9464,"Gostinitsa, Stolovaya, Avtokompleks"
581,Terme,TR,73.27,overcast clouds,41.2092,36.9739,OTEL GÜVEN TERME
582,Wakkanai,JP,65.43,moderate rain,45.4094,141.6739,Hyōsetsu-sō
583,Gwadar,PK,81.16,overcast clouds,25.1216,62.3254,Sadaf Resort
584,Bowen,AU,55.62,clear sky,-20.0167,148.2333,Castle Motor Lodge Motel
585,Wajima,JP,81.88,broken clouds,37.4,136.9,Wajiima Onsen Yashio
586,Tefe,BR,82.51,broken clouds,-3.3542,-64.7114,Aracati Hotel
588,Kerrville,US,84.56,clear sky,30.0474,-99.1403,Inn Of The Hills Hotel & Conference Center
589,Kismayo,SO,75.97,broken clouds,-0.3582,42.5454,Agan-Hotel
590,Hami,CN,84.58,clear sky,42.8,93.45,Laoyutang Resort
591,Svetlogorsk,BY,63.41,overcast clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
593,Mpika,ZM,63.1,clear sky,-11.8343,31.4529,Melodies Lodge
594,La Cumbre,AR,72.64,clear sky,-30.982,-64.4914,Posada Summit Suites
596,Batagay,RU,59.04,broken clouds,67.6333,134.6333,Gostinitsa Ki'ileekh
597,Kitimat,CA,57.9,light rain,54.0524,-128.6534,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
598,Honiara,SB,77.18,overcast clouds,-9.4333,159.95,Heritage Park Hotel
599,Montepuez,MZ,75.06,few clouds,-13.1256,38.9997,PembaAparthotel
600,Bella Union,UY,77.56,clear sky,-30.2752,-57.6007,Hotel Oriente
601,Khujner,IN,76.68,overcast clouds,23.7833,76.6,Farnichar shop
602,Caravelas,BR,72.09,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
603,Mangan,IN,77.4,overcast clouds,27.5167,88.5333,Hotel Mout View
605,Xuddur,SO,83.46,broken clouds,4.1213,43.8894,Banjanay Hotel
607,Buena Vista,US,77.61,broken clouds,43.4203,-83.8986,Red Roof Inn Saginaw - Frankenmuth
608,Naryan-Mar,RU,52.14,overcast clouds,67.6713,53.087,Hostel Agat
609,Isiro,CD,69.91,light rain,2.7739,27.616,Guest House Hewa Bora
610,Galiakot,IN,80.17,broken clouds,23.5167,74.0,Galiakot
611,Keffi,NG,77.38,moderate rain,8.8486,7.8736,Imam Family
612,Palaikastron,GR,81.14,clear sky,35.2,26.25,Marina Village
613,Chanika,TZ,69.91,overcast clouds,-5.4167,38.0167,New Rombo Green Hotel
614,Cicero Dantas,BR,77.79,broken clouds,-10.6,-38.3833,Hotel Beatriz
615,Bac Lieu,VN,81.01,broken clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
616,Oktyabrskiy,RU,65.84,overcast clouds,54.4815,53.471,Уязы-Тау гостиница
617,Usinsk,RU,52.25,overcast clouds,65.9939,57.5281,Dobro Pozhalovaty
620,Praya,CV,82.94,few clouds,14.9215,-23.5087,LT Aparthotel
621,Mantsala,FI,60.48,moderate rain,60.6609,25.2838,"Majoitus, hotelli ja juhlapalvelu Ruustinnan Kammari Oy"
622,Shache,CN,81.97,overcast clouds,38.4167,77.2406,Delong Hotel
623,Mrakovo,RU,64.22,few clouds,52.7161,56.6244,Putnik
624,Fare,PF,77.79,broken clouds,-16.7,-151.0167,Maitai Lapita Village Huahine
630,Jiayuguan,CN,70.79,broken clouds,39.8167,98.3,Jiugang Hotel - Jiayuguan
632,Ponta Pora,BR,78.71,clear sky,-22.5361,-55.7256,Hotel Pousada do Bosque
635,Villa Carlos Paz,AR,78.24,clear sky,-31.4241,-64.4978,Monte Carlo
641,Price,US,69.06,haze,39.5994,-110.8107,National 9 - Price River Inn
642,Hearst,CA,57.45,few clouds,49.6835,-83.6665,Companion
648,Tobermory,CA,72.3,broken clouds,45.2501,-81.6665,Escarpment Heights Motel
651,Mana,GF,81.39,broken clouds,5.6592,-53.7767,LE SAMANA
652,Hofn,IS,55.63,heavy intensity rain,64.2539,-15.2082,Hótel Höfn
653,Xiaoweizhai,CN,74.23,overcast clouds,26.1903,107.5125,Karst Youth Hostel
656,Myanaung,MM,78.6,broken clouds,18.2833,95.3167,Taung Hlay Khar
657,Sept-Iles,CA,72.12,broken clouds,50.2001,-66.3821,Comfort Inn
660,Gizycko,PL,70.84,broken clouds,54.0381,21.7644,Hotel St. Bruno
663,Saiha,IN,70.7,overcast clouds,22.4833,92.9667,"Circuit House, Siaha"
665,Valparaiso,CL,54.52,mist,-33.0393,-71.6273,Hotel Ultramar
666,Batsfjord,NO,66.69,scattered clouds,70.6345,29.7185,Adventure Apartements
667,Talara,PE,66.96,overcast clouds,-4.5772,-81.2719,Hostal Oro Negro
668,Okha,RU,52.36,few clouds,53.5739,142.9478,Империя
669,Lagoa,PT,69.1,overcast clouds,39.05,-27.9833,Casa Das Faias
670,Sarishabari,BD,81.9,overcast clouds,24.7333,89.8333,Bangali Telecom
672,Vikindu,TZ,80.24,clear sky,-7.0067,39.2985,RUTA GUEST HOUSE
673,Poum,NC,69.17,overcast clouds,-20.2333,164.0167,Gîte kajeon
674,Ampanihy,MG,69.35,clear sky,-24.7,44.75,Angora Hotel
676,Chernyshevskiy,RU,59.05,overcast clouds,63.0128,112.4714,Chernyseyskiy
677,Brandfort,ZA,69.21,clear sky,-28.7001,26.4597,SUMFRA GUESTHOUSE
679,Sinnamary,GF,84.69,broken clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
681,Hualmay,PE,67.42,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
682,Elbistan,TR,75.34,scattered clouds,38.2059,37.1983,Sword Hotel
686,Jiaocheng,CN,80.42,overcast clouds,24.6774,116.1389,Changtan Tourism Resort
687,Sudak,UA,77.95,broken clouds,44.85,34.9667,Solari Beach
690,Tezu,IN,77.76,overcast clouds,27.9167,96.1667,Circuit House
692,Baruun-Urt,MN,65.82,overcast clouds,46.6806,113.2792,Ахмадын амралт сувилал
693,Nizhneangarsk,RU,53.04,scattered clouds,55.7833,109.55,Хостел
694,Jamkhed,IN,79.2,overcast clouds,18.7362,75.3121,Beleshwar coffee center
696,Roros,NO,58.84,overcast clouds,62.5747,11.3842,Erzscheidergården
697,Kamaishi,JP,76.57,overcast clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
698,Torit,SS,77.27,broken clouds,4.4133,32.5678,Diplomat Guest House
699,Quang Ngai,VN,80.35,overcast clouds,15.1167,108.8,Central Hotel
700,Sambava,MG,70.38,few clouds,-14.2667,50.1667,Melrose
701,Channel-Port Aux Basques,CA,65.68,overcast clouds,47.5702,-59.1367,St. Christopher's Hotel
702,Ahuimanu,US,76.71,scattered clouds,21.4447,-157.8378,Paradise Bay Resort
703,Krasnoarmeysk,RU,76.06,overcast clouds,51.0239,45.6969,"Hotel ""Your home-Balzer"""
707,Kushmurun,KZ,67.53,overcast clouds,52.4503,64.6311,Gostinitsa Pri Depo
708,Shelburne,CA,78.75,overcast clouds,44.0787,-80.2041,The Retreat at the Farm
710,Harper,LR,80.49,broken clouds,4.375,-7.7169,Screensaver
711,Hope,US,84.25,clear sky,33.6671,-93.5916,Best Western Hope
712,Zhangye,CN,67.55,broken clouds,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
713,Kyren,RU,58.46,overcast clouds,51.6828,102.1408,"Energetik, Pansionat Ooo ""Grand Baykal"""
714,Teguise,ES,77.22,few clouds,29.0605,-13.564,B&B La Casona de Nazaret
717,Chimbote,PE,67.84,overcast clouds,-9.0853,-78.5783,Hotel Viera Chimbote
